date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-03-28T02:00:00.000,164,41.779519,"{'type': 'Point', 'coordinates': [-87.661134, 41.779519]}",-87.66113399999999,63rd Street,10800,1445 West,East Bound: 5600 / West Bound: 5200
2006-03-28T02:00:00.000,165,41.779852000000005,"{'type': 'Point', 'coordinates': [-87.638388, 41.779852]}",-87.638388,63rd St,8000,519 West,East Bound: 3900 / West Bound: 4100
2006-03-28T02:00:00.000,166,41.780078,"{'type': 'Point', 'coordinates': [-87.621062, 41.780078]}",-87.621062,63rd St,12400,120 East,East Bound: 7800 / West Bound: 4600
2006-03-28T02:00:00.000,167,41.773084000000004,"{'type': 'Point', 'coordinates': [-87.608939, 41.773084]}",-87.608939,67th St,12600,642 East,East Bound: 6100 / West Bound: 6500
2006-03-28T02:00:00.000,168,41.773298,"{'type': 'Point', 'coordinates': [-87.589932, 41.773298]}",-87.58993199999999,67th St,9200,1440 East,East Bound: 4500 / West Bound: 4700
2006-03-28T02:00:00.000,169,41.773376,"{'type': 'Point', 'coordinates': [-87.582603, 41.773376]}",-87.582603,67th St,10300,1733 East,East Bound: 4700 / West Bound: 5600
2006-03-28T02:00:00.000,170,41.758155,"{'type': 'Point', 'coordinates': [-87.629625, 41.758155]}",-87.629625,75th Street,17600,175 West,East Bound: 7200 / West Bound: 10400
2006-05-09T02:00:00.000,171,41.758265,"{'type': 'Point', 'coordinates': [-87.622945, 41.758265]}",-87.622945,75th St,11700,46 East,East Bound: 5900 / West Bound: 5800
2006-03-28T02:00:00.000,172,41.758455,"{'type': 'Point', 'coordinates': [-87.612457, 41.758455]}",-87.61245699999999,75th St,16100,504 East,East Bound: 8500 / West Bound: 7600
2006-03-28T02:00:00.000,173,41.758814,"{'type': 'Point', 'coordinates': [-87.581651, 41.758814]}",-87.58165100000001,75th St,13100,1744 East,East Bound: 6300 / West Bound: 6800
2006-03-28T02:00:00.000,174,41.755721,"{'type': 'Point', 'coordinates': [-87.671249, 41.755721]}",-87.671249,76th Street,8000,1908 West,East Bound: 3700 / West Bound: 4300
2006-03-28T02:00:00.000,175,41.756101,"{'type': 'Point', 'coordinates': [-87.642566, 41.756101]}",-87.642566,76th Street,15400,718 West,East Bound: 7800 / West Bound: 7600
2006-03-28T02:00:00.000,176,41.756541999999996,"{'type': 'Point', 'coordinates': [-87.617335, 41.756542]}",-87.617335,76th St,8600,320 East,East Bound: 3800 / West Bound: 4800
2006-03-28T02:00:00.000,177,41.756617,"{'type': 'Point', 'coordinates': [-87.613108, 41.756617]}",-87.613108,76th St,9300,448 East,East Bound: 4300 / West Bound: 5000
2006-03-28T02:00:00.000,178,41.756982,"{'type': 'Point', 'coordinates': [-87.582699, 41.756982]}",-87.582699,76th St,8600,1716 East,East Bound: 4300 / West Bound: 4300
2006-03-28T02:00:00.000,179,41.749936,"{'type': 'Point', 'coordinates': [-87.695059, 41.749936]}",-87.695059,79th Street,33300,2830 West,East Bound: 20600 / West Bound: 12700
2006-03-28T02:00:00.000,181,41.750448999999996,"{'type': 'Point', 'coordinates': [-87.657022, 41.750449]}",-87.657022,79th Street,17300,1344 West,East Bound: 9500 / West Bound: 7800
2006-03-28T02:00:00.000,182,41.750534,"{'type': 'Point', 'coordinates': [-87.651099, 41.750534]}",-87.651099,79th Street,17600,1055 West,East Bound: 9500 / West Bound: 8100
2006-03-28T02:00:00.000,183,41.750721999999996,"{'type': 'Point', 'coordinates': [-87.638461, 41.750722]}",-87.63846099999999,79th Street,19200,540 West,East Bound: 10500 / West Bound: 8700
2006-03-28T02:00:00.000,184,41.75097,"{'type': 'Point', 'coordinates': [-87.623726, 41.75097]}",-87.623726,79th St,20700,20 East,East Bound: 11300 / West Bound: 9400
2006-03-28T02:00:00.000,185,41.750997,"{'type': 'Point', 'coordinates': [-87.621988, 41.750997]}",-87.621988,79th St,17600,65 East,East Bound: 9400 / West Bound: 8200
2006-03-28T02:00:00.000,186,41.75131,"{'type': 'Point', 'coordinates': [-87.603145, 41.75131]}",-87.603145,79th St,16300,850 East,East Bound: 7300 / West Bound: 9000
2006-03-28T02:00:00.000,187,41.751849,"{'type': 'Point', 'coordinates': [-87.557322, 41.751849]}",-87.557322,79th St,11400,2726 East,East Bound: 5100 / West Bound: 6300
2006-03-23T02:00:00.000,188,41.74303,"{'type': 'Point', 'coordinates': [-87.666333, 41.74303]}",-87.666333,83rd Street,12100,1715 West,East Bound: 6100 / West Bound: 6000
2006-03-28T02:00:00.000,189,41.743249,"{'type': 'Point', 'coordinates': [-87.651157, 41.743249]}",-87.651157,83rdStreet,15100,1101 West,East Bound: 7800 / West Bound: 7300
2006-03-23T02:00:00.000,190,41.743649,"{'type': 'Point', 'coordinates': [-87.624723, 41.743649]}",-87.624723,83rd St,18400,10 East,East Bound: 9100 / West Bound: 9300
2006-03-28T02:00:00.000,191,41.743854999999996,"{'type': 'Point', 'coordinates': [-87.612049, 41.743855]}",-87.612049,83rd Street,18000,505 East,East Bound: 8200 / West Bound: 9800
2006-03-23T02:00:00.000,192,41.744106,"{'type': 'Point', 'coordinates': [-87.593706, 41.744106]}",-87.59370600000001,83rd Street,15600,1240 East,East Bound: 7800 / West Bound: 7800
2006-03-28T02:00:00.000,193,41.744085999999996,"{'type': 'Point', 'coordinates': [-87.595315, 41.744086]}",-87.595315,83rd Street,9000,1165 East,East Bound: 5300 / West Bound: 3700
2006-03-23T02:00:00.000,194,41.744615,"{'type': 'Point', 'coordinates': [-87.554455, 41.744615]}",-87.554455,83rd Street,8300,2848 East,East Bound: 4200 / West Bound: 4100
2006-03-28T02:00:00.000,195,41.744682,"{'type': 'Point', 'coordinates': [-87.549764, 41.744682]}",-87.549764,83rd St,7300,3045 East,East Bound: 3800 / West Bound: 3500
2006-03-23T02:00:00.000,196,41.735742,"{'type': 'Point', 'coordinates': [-87.666475, 41.735742]}",-87.666475,87th Street,29500,1720 West,East Bound: 15200 / West Bound: 14300
2006-03-28T02:00:00.000,197,41.735844,"{'type': 'Point', 'coordinates': [-87.659417, 41.735844]}",-87.659417,87th Street,31600,1428 West,East Bound: 16000 / West Bound: 15600
2006-03-23T02:00:00.000,198,41.736059999999995,"{'type': 'Point', 'coordinates': [-87.644455, 41.73606]}",-87.64445500000001,87th Street,21300,817 East,East Bound: 10800 / West Bound: 10500
2006-03-28T02:00:00.000,199,41.73604,"{'type': 'Point', 'coordinates': [-87.638359, 41.73604]}",-87.638359,87th Street,28600,551 West,East Bound: 14900 / West Bound: 13700
2006-03-28T02:00:00.000,200,41.736013,"{'type': 'Point', 'coordinates': [-87.63131, 41.736013]}",-87.63131,87th Street,15800,282 West,East Bound: 7900 / West Bound: 7900
2006-03-28T02:00:00.000,201,41.736399,"{'type': 'Point', 'coordinates': [-87.621325, 41.736399]}",-87.621325,87th Street,24600,71 East,East Bound: 12500 / West Bound: 12100
2006-03-23T02:00:00.000,202,41.736694,"{'type': 'Point', 'coordinates': [-87.601489, 41.736694]}",-87.601489,87th Street,19400,920 East,East Bound: 9600 / West Bound: 9800
2006-03-28T02:00:00.000,203,41.737079,"{'type': 'Point', 'coordinates': [-87.574126, 41.737079]}",-87.574126,87th Street,14100,2040 East,East Bound: 6700 / West Bound: 7400
2006-03-28T02:00:00.000,204,41.737414,"{'type': 'Point', 'coordinates': [-87.548768, 41.737414]}",-87.54876800000001,87th Street,8800,3100 East,East Bound: 4300 / West Bound: 4500
2006-03-22T02:00:00.000,205,41.721037,"{'type': 'Point', 'coordinates': [-87.675323, 41.721037]}",-87.67532299999999,95th Street,25500,2108 West,East Bound: 13000 / West Bound: 12500
2006-03-28T02:00:00.000,206,41.721119,"{'type': 'Point', 'coordinates': [-87.669564, 41.721119]}",-87.66956400000001,95th Street,31600,1850 West,East Bound: 15300 / West Bound: 16300
2006-03-28T02:00:00.000,207,41.721323999999996,"{'type': 'Point', 'coordinates': [-87.653942, 41.721324]}",-87.653942,95th Street,32900,1222 West,East Bound: 17200 / West Bound: 15700
2006-03-22T02:00:00.000,208,41.721409,"{'type': 'Point', 'coordinates': [-87.647429, 41.721409]}",-87.647429,95th Street,29100,948 West,East Bound: 14900 / West Bound: 14200
2006-03-22T02:00:00.000,209,41.721621999999996,"{'type': 'Point', 'coordinates': [-87.631298, 41.721622]}",-87.631298,95th Street,29900,305 West,East Bound: 15600 / West Bound: 14300
2006-03-28T02:00:00.000,210,41.721659,"{'type': 'Point', 'coordinates': [-87.628777, 41.721659]}",-87.628777,95th Street,33900,202 West,East Bound: 17200 / West Bound: 16700
2006-03-28T02:00:00.000,211,41.721813,"{'type': 'Point', 'coordinates': [-87.618662, 41.721813]}",-87.618662,95th Street,30400,206 East,East Bound: 16400 / West Bound: 14000
2006-03-22T02:00:00.000,212,41.722153000000006,"{'type': 'Point', 'coordinates': [-87.597339, 41.722153]}",-87.597339,95th Street,22000,1057 East,East Bound: 11500 / West Bound: 10500
2006-03-22T02:00:00.000,213,41.722499,"{'type': 'Point', 'coordinates': [-87.572943, 41.722499]}",-87.57294300000001,95th Street,32100,2097 East,East Bound: 15300 / West Bound: 16800
2006-03-28T02:00:00.000,214,41.722916,"{'type': 'Point', 'coordinates': [-87.538794, 41.722916]}",-87.538794,95th Street,16800,3502 East,East Bound: 8600 / West Bound: 8200
2006-03-28T02:00:00.000,216,41.706990999999995,"{'type': 'Point', 'coordinates': [-87.63698, 41.706991]}",-87.63698000000001,103rd Street,18700,537 West,East Bound: 11000 / West Bound: 7700
2006-03-22T02:00:00.000,217,41.707125,"{'type': 'Point', 'coordinates': [-87.626548, 41.707125]}",-87.626548,103rd Street,18600,112 West,East Bound: 11100 / West Bound: 7500
2006-03-28T02:00:00.000,218,41.70726,"{'type': 'Point', 'coordinates': [-87.617296, 41.70726]}",-87.617296,103rd St,21700,235 East,East Bound: 12300 / West Bound: 9400
2006-03-22T02:00:00.000,219,41.707533000000005,"{'type': 'Point', 'coordinates': [-87.600985, 41.707533]}",-87.600985,103rd St,17800,907 East,East Bound: 10200 / West Bound: 7600
2006-03-28T02:00:00.000,220,41.764998,"{'type': 'Point', 'coordinates': [-87.60436, 41.764998]}",-87.60436,Chicago Ave,19100,7141 South,North Bound: 10000 / South Bound: 9100
2006-03-15T02:00:00.000,221,41.793839,"{'type': 'Point', 'coordinates': [-87.681286, 41.793839]}",-87.681286,Garfield Blvd,28800,2230 West,East Bound: 14300 / West Bound: 14500
2006-03-15T02:00:00.000,222,41.793942,"{'type': 'Point', 'coordinates': [-87.671875, 41.793942]}",-87.671875,Garfield Blvd,33200,1848 West,East Bound: 16000 / West Bound: 17200
2006-03-14T02:00:00.000,223,41.794746,"{'type': 'Point', 'coordinates': [-87.619558, 41.794746]}",-87.619558,Garfield Blvd,31800,226 East,East Bound: 17100 / West Bound: 14700
2006-03-22T02:00:00.000,224,41.794582,"{'type': 'Point', 'coordinates': [-87.629567, 41.794582]}",-87.62956700000001,Garfield Blvd,38700,120 West,East Bound: 20200 / West Bound: 18500
2006-03-22T02:00:00.000,225,41.863965,"{'type': 'Point', 'coordinates': [-87.661484, 41.863965]}",-87.661484,Loomis St,4200,1359 South,North Bound: 2300 / South Bound: 1900
2006-03-09T02:00:00.000,226,41.855897999999996,"{'type': 'Point', 'coordinates': [-87.661264, 41.855898]}",-87.661264,Loomis St,5300,1905 South,North Bound: 2300 / South Bound: 3000
2006-03-23T02:00:00.000,227,41.80202,"{'type': 'Point', 'coordinates': [-87.659934, 41.80202]}",-87.65993399999999,Loomis St,2000,5038 South,North Bound: 1000 / South Bound: 1000
2006-03-23T02:00:00.000,228,41.790122,"{'type': 'Point', 'coordinates': [-87.65963, 41.790122]}",-87.65963,Loomis St,3500,5710 South,North Bound: 1700 / South Bound: 1800
2006-03-09T02:00:00.000,229,41.773201,"{'type': 'Point', 'coordinates': [-87.659191, 41.773201]}",-87.659191,Loomis St,5500,6628 South,North Bound: 2500 / South Bound: 3000
2006-03-09T02:00:00.000,230,41.77126,"{'type': 'Point', 'coordinates': [-87.659138, 41.77126]}",-87.659138,Loomis St,5900,6732 South,North Bound: 2700 / South Bound: 3200
2006-03-23T02:00:00.000,231,41.752036,"{'type': 'Point', 'coordinates': [-87.658628, 41.752036]}",-87.65862800000001,Loomis St,6600,7807 South,North Bound: 3000 / South Bound: 3600
2006-03-23T02:00:00.000,232,41.744631,"{'type': 'Point', 'coordinates': [-87.658435, 41.744631]}",-87.658435,Loomis St,5500,8210 South,North Bound: 2500 / South Bound: 3000
2006-03-30T02:00:00.000,233,41.868520000000004,"{'type': 'Point', 'coordinates': [-87.656729, 41.86852]}",-87.656729,Racine Ave,10700,1031 South,North Bound: 6400 / South Bound: 4300
2006-03-22T02:00:00.000,234,41.864028999999995,"{'type': 'Point', 'coordinates': [-87.656597, 41.864029]}",-87.65659699999999,Racine Ave,5400,1340 South,North Bound: 2500 / South Bound: 2900
2006-03-23T02:00:00.000,235,41.829325,"{'type': 'Point', 'coordinates': [-87.655686, 41.829325]}",-87.655686,Racine Ave,2600,3538 South,North Bound: 1100 / South Bound: 1500
2006-03-23T02:00:00.000,236,41.813903,"{'type': 'Point', 'coordinates': [-87.655287, 41.813903]}",-87.655287,Racine Ave,6700,4411 South,North Bound: 3400 / South Bound: 3300
2006-03-23T02:00:00.000,237,41.798563,"{'type': 'Point', 'coordinates': [-87.654979, 41.798563]}",-87.654979,Racine Ave,7700,5235 South,North Bound: 3900 / South Bound: 3800
2006-03-23T02:00:00.000,238,41.780184999999996,"{'type': 'Point', 'coordinates': [-87.654517, 41.780185]}",-87.654517,Racine Ave,11000,6240 South,North Bound: 5300 / South Bound: 5700
2006-03-23T02:00:00.000,239,41.772,"{'type': 'Point', 'coordinates': [-87.654299, 41.772]}",-87.654299,Racine Ave,11300,6710 South,North Bound: 5400 / South Bound: 5900
2006-03-28T02:00:00.000,240,41.76448,"{'type': 'Point', 'coordinates': [-87.6541, 41.76448]}",-87.6541,Racine Ave,11100,7119 South,North Bound: 5400 / South Bound: 5700
2006-03-28T02:00:00.000,241,41.753377,"{'type': 'Point', 'coordinates': [-87.653813, 41.753377]}",-87.653813,Racine Ave,10700,7724 South,North Bound: 5100 / South Bound: 5600
2006-03-23T02:00:00.000,242,41.744158,"{'type': 'Point', 'coordinates': [-87.653566, 41.744158]}",-87.653566,Racine Ave,11800,8228 South,North Bound: 6000 / South Bound: 5800
2006-03-30T02:00:00.000,243,41.857572999999995,"{'type': 'Point', 'coordinates': [-87.683337, 41.857573]}",-87.683337,18th Street,6700,2263 West,East Bound: 3200 / West Bound: 3500
2006-03-30T02:00:00.000,244,41.85774,"{'type': 'Point', 'coordinates': [-87.632821, 41.85774]}",-87.63282099999999,18th Street,8500,223 West,East Bound: 4300 / West Bound: 4200
2006-04-26T02:00:00.000,245,41.857869,"{'type': 'Point', 'coordinates': [-87.624476, 41.857869]}",-87.624476,18th St,8100,68 West,East Bound: 3900 / West Bound: 4200
2006-04-25T02:00:00.000,246,41.857890000000005,"{'type': 'Point', 'coordinates': [-87.622993, 41.85789]}",-87.62299300000001,18th St,3800,118 West,East Bound: 1900 / West Bound: 1900
2006-03-30T02:00:00.000,247,41.837990999999995,"{'type': 'Point', 'coordinates': [-87.650405, 41.837991]}",-87.650405,31st St,10000,943 West,East Bound: 4800 / West Bound: 5200
2006-03-30T02:00:00.000,248,41.837927,"{'type': 'Point', 'coordinates': [-87.655, 41.837927]}",-87.655,31st St,8200,1139 West,East Bound: 4100 / West Bound: 4100
2006-05-04T02:00:00.000,249,41.838196,"{'type': 'Point', 'coordinates': [-87.634756, 41.838196]}",-87.63475600000001,31st St,16100,315 West,East Bound: 8100 / West Bound: 8000
2006-04-25T02:00:00.000,250,41.838289,"{'type': 'Point', 'coordinates': [-87.627562, 41.838289]}",-87.627562,31st St,14400,20 West,East Bound: 6900 / West Bound: 7500
2006-04-25T02:00:00.000,252,41.838373,"{'type': 'Point', 'coordinates': [-87.621143, 41.838373]}",-87.621143,31st St,14000,217 East,East Bound: 6000 / West Bound: 8000
2006-03-30T02:00:00.000,253,41.830303,"{'type': 'Point', 'coordinates': [-87.682868, 41.830303]}",-87.682868,35th St,10200,2307 West,East Bound: 5300 / West Bound: 4900
2006-03-29T02:00:00.000,254,41.830382,"{'type': 'Point', 'coordinates': [-87.67602, 41.830382]}",-87.67602,35th St,15200,2017 West,East Bound: 7800 / West Bound: 7400
2006-04-25T02:00:00.000,255,41.830597999999995,"{'type': 'Point', 'coordinates': [-87.657426, 41.830598]}",-87.657426,35th St,17000,1301 West,East Bound: 9100 / West Bound: 7900
2006-04-25T02:00:00.000,256,41.830843,"{'type': 'Point', 'coordinates': [-87.639107, 41.830843]}",-87.639107,35th St,15900,507 West,East Bound: 6500 / West Bound: 9400
2006-03-29T02:00:00.000,257,41.831081,"{'type': 'Point', 'coordinates': [-87.619334, 41.831081]}",-87.619334,35th St,10200,256 East,East Bound: 4800 / West Bound: 5400
2006-05-09T02:00:00.000,258,41.831199,"{'type': 'Point', 'coordinates': [-87.613631, 41.831199]}",-87.61363100000001,35th St,9600,521 East,East Bound: 4000 / West Bound: 5600
2006-03-29T02:00:00.000,259,41.815858,"{'type': 'Point', 'coordinates': [-87.666235, 41.815858]}",-87.666235,43rd St,6100,1623 West,East Bound: 3200 / West Bound: 2900
2006-03-29T02:00:00.000,260,41.815847,"{'type': 'Point', 'coordinates': [-87.661488, 41.815847]}",-87.661488,43rd St,4800,1430 West,East Bound: 2800 / West Bound: 2000
2006-04-25T02:00:00.000,261,41.816301,"{'type': 'Point', 'coordinates': [-87.638721, 41.816301]}",-87.63872099999999,43rd St,6800,506 West,East Bound: 2700 / West Bound: 4100
2006-04-25T02:00:00.000,263,41.816676,"{'type': 'Point', 'coordinates': [-87.614468, 41.816676]}",-87.614468,43rd St,8900,450 East,East Bound: 4500 / West Bound: 4400
2006-03-29T02:00:00.000,264,41.808578000000004,"{'type': 'Point', 'coordinates': [-87.667723, 41.808578]}",-87.667723,47th St,18100,1707 West,East Bound: 9100 / West Bound: 9000
2006-03-29T02:00:00.000,265,41.808649,"{'type': 'Point', 'coordinates': [-87.661622, 41.808649]}",-87.661622,47th St,16000,1439 West,East Bound: 7800 / West Bound: 8200
2006-04-25T02:00:00.000,266,41.809221,"{'type': 'Point', 'coordinates': [-87.626946, 41.809221]}",-87.62694599999999,47th St,15300,20 West,East Bound: 6200 / West Bound: 9100
2006-04-27T02:00:00.000,267,41.809396,"{'type': 'Point', 'coordinates': [-87.615874, 41.809396]}",-87.615874,47th St,14700,410 East,East Bound: 7100 / West Bound: 7600
2006-04-27T02:00:00.000,268,41.809607,"{'type': 'Point', 'coordinates': [-87.599776, 41.809607]}",-87.599776,47th St,17200,1048 East,East Bound: 8800 / West Bound: 8400
2006-03-29T02:00:00.000,269,41.801293,"{'type': 'Point', 'coordinates': [-87.667538, 41.801293]}",-87.66753800000001,51st Street,9600,1706 West,East Bound: 4400 / West Bound: 5200
2006-03-29T02:00:00.000,270,41.801533,"{'type': 'Point', 'coordinates': [-87.648948, 41.801533]}",-87.648948,51st Street,8900,929 West,East Bound: 4300 / West Bound: 4600
2006-04-27T02:00:00.000,271,41.801615999999996,"{'type': 'Point', 'coordinates': [-87.6436, 41.801616]}",-87.6436,51st St,8500,715 West,East Bound: 4000 / West Bound: 4500
2006-04-27T02:00:00.000,272,41.801921,"{'type': 'Point', 'coordinates': [-87.62744, 41.801921]}",-87.62744,51st St,9400,40 West,East Bound: 4000 / West Bound: 5400
2006-04-27T02:00:00.000,273,41.802071999999995,"{'type': 'Point', 'coordinates': [-87.618178, 41.802072]}",-87.618178,51st St,8800,329 East,East Bound: 4000 / West Bound: 4800
2006-04-27T02:00:00.000,274,41.80222,"{'type': 'Point', 'coordinates': [-87.608065, 41.80222]}",-87.608065,51st St,9100,718 East,East Bound: 4200 / West Bound: 4900
